@relation 'snake_game-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.instance.RemovePercentage-P20.0-weka.filters.unsupervised.attribute.Remove-R3-4,10,16-17'

@attribute snake_pos_x {'\'(-inf-56]\'','\'(56-102]\'','\'(102-148]\'','\'(148-194]\'','\'(194-240]\'','\'(240-286]\'','\'(286-332]\'','\'(332-378]\'','\'(378-424]\'','\'(424-inf)\''}
@attribute snake_pos_y {'\'(-inf-47]\'','\'(47-94]\'','\'(94-141]\'','\'(141-188]\'','\'(188-235]\'','\'(235-282]\'','\'(282-329]\'','\'(329-376]\'','\'(376-423]\'','\'(423-inf)\''}
@attribute food_pos_x {'\'(-inf-55]\'','\'(55-100]\'','\'(100-145]\'','\'(145-190]\'','\'(190-235]\'','\'(235-280]\'','\'(280-325]\'','\'(325-370]\'','\'(370-415]\'','\'(415-inf)\''}
@attribute food_pos_y {'\'(-inf-55]\'','\'(55-100]\'','\'(100-145]\'','\'(145-190]\'','\'(190-235]\'','\'(235-280]\'','\'(280-325]\'','\'(325-370]\'','\'(370-415]\'','\'(415-inf)\''}
@attribute food_side_y {UP,DOWN,EQUAL}
@attribute food_side_x {RIGHT,LEFT,EQUAL}
@attribute manhattan_distance {'\'(-inf-78]\'','\'(78-146]\'','\'(146-214]\'','\'(214-282]\'','\'(282-350]\'','\'(350-418]\'','\'(418-486]\'','\'(486-554]\'','\'(554-622]\'','\'(622-inf)\''}
@attribute large_snake {'\'(-inf-8.8]\'','\'(8.8-14.6]\'','\'(14.6-20.4]\'','\'(20.4-26.2]\'','\'(26.2-32]\'','\'(32-37.8]\'','\'(37.8-43.6]\'','\'(43.6-49.4]\'','\'(49.4-55.2]\'','\'(55.2-inf)\''}
@attribute right_safe {True,False}
@attribute left_safe {True,False}
@attribute up_safe {True,False}
@attribute down_safe {True,False}
@attribute cycle {True,False}
@attribute body_indirection {True,False}
@attribute previous_direction {UP,DOWN,LEFT,RIGHT}
@attribute direction {UP,DOWN,LEFT,RIGHT}

@data
'\'(102-148]\'','\'(188-235]\'','\'(55-100]\'','\'(-inf-55]\'',UP,LEFT,'\'(146-214]\'','\'(49.4-55.2]\'',True,True,True,False,True,False,UP,UP
'\'(332-378]\'','\'(94-141]\'','\'(145-190]\'','\'(55-100]\'',EQUAL,LEFT,'\'(146-214]\'','\'(-inf-8.8]\'',True,True,True,False,True,False,UP,UP
'\'(378-424]\'','\'(188-235]\'','\'(325-370]\'','\'(280-325]\'',DOWN,LEFT,'\'(146-214]\'','\'(-inf-8.8]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(194-240]\'','\'(188-235]\'','\'(415-inf)\'','\'(145-190]\'',UP,RIGHT,'\'(282-350]\'','\'(14.6-20.4]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(148-194]\'','\'(282-329]\'','\'(145-190]\'','\'(415-inf)\'',DOWN,RIGHT,'\'(78-146]\'','\'(37.8-43.6]\'',True,False,True,True,False,False,RIGHT,DOWN
'\'(286-332]\'','\'(94-141]\'','\'(280-325]\'','\'(100-145]\'',DOWN,RIGHT,'\'(-inf-78]\'','\'(43.6-49.4]\'',True,True,True,False,False,False,UP,UP
'\'(286-332]\'','\'(141-188]\'','\'(280-325]\'','\'(-inf-55]\'',UP,EQUAL,'\'(78-146]\'','\'(37.8-43.6]\'',True,True,True,False,False,False,UP,UP
'\'(424-inf)\'','\'(188-235]\'','\'(415-inf)\'','\'(235-280]\'',DOWN,EQUAL,'\'(-inf-78]\'','\'(14.6-20.4]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(-inf-56]\'','\'(188-235]\'','\'(-inf-55]\'','\'(415-inf)\'',DOWN,LEFT,'\'(214-282]\'','\'(8.8-14.6]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(286-332]\'','\'(141-188]\'','\'(-inf-55]\'','\'(325-370]\'',DOWN,LEFT,'\'(418-486]\'','\'(32-37.8]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(332-378]\'','\'(-inf-47]\'','\'(370-415]\'','\'(-inf-55]\'',EQUAL,RIGHT,'\'(-inf-78]\'','\'(-inf-8.8]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(378-424]\'','\'(188-235]\'','\'(415-inf)\'','\'(55-100]\'',UP,RIGHT,'\'(146-214]\'','\'(55.2-inf)\'',True,True,True,False,True,False,UP,UP
'\'(148-194]\'','\'(94-141]\'','\'(145-190]\'','\'(145-190]\'',DOWN,EQUAL,'\'(-inf-78]\'','\'(14.6-20.4]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(378-424]\'','\'(282-329]\'','\'(370-415]\'','\'(235-280]\'',UP,EQUAL,'\'(-inf-78]\'','\'(37.8-43.6]\'',True,True,True,False,False,False,UP,UP
'\'(148-194]\'','\'(94-141]\'','\'(-inf-55]\'','\'(415-inf)\'',DOWN,LEFT,'\'(418-486]\'','\'(8.8-14.6]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(148-194]\'','\'(329-376]\'','\'(190-235]\'','\'(415-inf)\'',DOWN,RIGHT,'\'(78-146]\'','\'(43.6-49.4]\'',True,True,False,True,True,False,DOWN,DOWN
'\'(56-102]\'','\'(47-94]\'','\'(145-190]\'','\'(55-100]\'',DOWN,RIGHT,'\'(78-146]\'','\'(8.8-14.6]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(102-148]\'','\'(282-329]\'','\'(415-inf)\'','\'(280-325]\'',DOWN,RIGHT,'\'(282-350]\'','\'(43.6-49.4]\'',True,False,True,True,True,False,RIGHT,RIGHT
'\'(286-332]\'','\'(376-423]\'','\'(370-415]\'','\'(235-280]\'',UP,RIGHT,'\'(214-282]\'','\'(37.8-43.6]\'',True,True,True,False,True,False,UP,UP
'\'(56-102]\'','\'(188-235]\'','\'(235-280]\'','\'(145-190]\'',UP,RIGHT,'\'(214-282]\'','\'(14.6-20.4]\'',True,False,True,True,True,False,RIGHT,RIGHT
'\'(194-240]\'','\'(-inf-47]\'','\'(370-415]\'','\'(-inf-55]\'',DOWN,RIGHT,'\'(146-214]\'','\'(-inf-8.8]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(332-378]\'','\'(423-inf)\'','\'(325-370]\'','\'(415-inf)\'',EQUAL,RIGHT,'\'(-inf-78]\'','\'(55.2-inf)\'',True,False,False,True,False,False,RIGHT,RIGHT
'\'(424-inf)\'','\'(235-282]\'','\'(-inf-55]\'','\'(235-280]\'',UP,LEFT,'\'(350-418]\'','\'(55.2-inf)\'',True,True,True,False,True,False,UP,UP
'\'(286-332]\'','\'(282-329]\'','\'(280-325]\'','\'(100-145]\'',UP,LEFT,'\'(146-214]\'','\'(43.6-49.4]\'',True,True,True,False,False,False,UP,UP
'\'(148-194]\'','\'(282-329]\'','\'(280-325]\'','\'(-inf-55]\'',UP,RIGHT,'\'(350-418]\'','\'(37.8-43.6]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(194-240]\'','\'(188-235]\'','\'(-inf-55]\'','\'(370-415]\'',DOWN,LEFT,'\'(350-418]\'','\'(37.8-43.6]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(286-332]\'','\'(235-282]\'','\'(145-190]\'','\'(235-280]\'',EQUAL,LEFT,'\'(146-214]\'','\'(20.4-26.2]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(286-332]\'','\'(47-94]\'','\'(325-370]\'','\'(190-235]\'',DOWN,RIGHT,'\'(146-214]\'','\'(49.4-55.2]\'',False,True,True,True,True,False,LEFT,LEFT
'\'(332-378]\'','\'(423-inf)\'','\'(235-280]\'','\'(415-inf)\'',EQUAL,LEFT,'\'(78-146]\'','\'(43.6-49.4]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(194-240]\'','\'(188-235]\'','\'(-inf-55]\'','\'(370-415]\'',DOWN,LEFT,'\'(282-350]\'','\'(37.8-43.6]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(102-148]\'','\'(376-423]\'','\'(145-190]\'','\'(370-415]\'',EQUAL,RIGHT,'\'(-inf-78]\'','\'(49.4-55.2]\'',True,True,False,False,True,True,DOWN,RIGHT
'\'(148-194]\'','\'(47-94]\'','\'(370-415]\'','\'(55-100]\'',EQUAL,RIGHT,'\'(214-282]\'','\'(49.4-55.2]\'',True,True,True,False,False,False,UP,UP
'\'(56-102]\'','\'(376-423]\'','\'(100-145]\'','\'(55-100]\'',UP,RIGHT,'\'(282-350]\'','\'(8.8-14.6]\'',True,True,True,False,True,False,UP,UP
'\'(286-332]\'','\'(329-376]\'','\'(-inf-55]\'','\'(325-370]\'',EQUAL,LEFT,'\'(214-282]\'','\'(32-37.8]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(194-240]\'','\'(282-329]\'','\'(280-325]\'','\'(-inf-55]\'',UP,RIGHT,'\'(282-350]\'','\'(37.8-43.6]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(148-194]\'','\'(376-423]\'','\'(145-190]\'','\'(370-415]\'',UP,LEFT,'\'(-inf-78]\'','\'(49.4-55.2]\'',False,True,True,True,True,False,LEFT,LEFT
'\'(378-424]\'','\'(282-329]\'','\'(325-370]\'','\'(280-325]\'',UP,LEFT,'\'(-inf-78]\'','\'(-inf-8.8]\'',False,True,True,True,True,False,LEFT,LEFT
'\'(240-286]\'','\'(188-235]\'','\'(235-280]\'','\'(190-235]\'',UP,EQUAL,'\'(-inf-78]\'','\'(14.6-20.4]\'',True,True,True,False,True,False,UP,UP
'\'(148-194]\'','\'(94-141]\'','\'(145-190]\'','\'(325-370]\'',DOWN,EQUAL,'\'(214-282]\'','\'(49.4-55.2]\'',True,True,False,True,True,False,DOWN,DOWN
'\'(194-240]\'','\'(235-282]\'','\'(145-190]\'','\'(235-280]\'',EQUAL,LEFT,'\'(-inf-78]\'','\'(20.4-26.2]\'',False,True,True,True,True,False,LEFT,LEFT
'\'(148-194]\'','\'(-inf-47]\'','\'(100-145]\'','\'(-inf-55]\'',DOWN,LEFT,'\'(-inf-78]\'','\'(-inf-8.8]\'',False,True,False,True,False,False,LEFT,LEFT
'\'(102-148]\'','\'(141-188]\'','\'(145-190]\'','\'(415-inf)\'',DOWN,RIGHT,'\'(214-282]\'','\'(37.8-43.6]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(194-240]\'','\'(376-423]\'','\'(190-235]\'','\'(325-370]\'',UP,EQUAL,'\'(-inf-78]\'','\'(37.8-43.6]\'',True,True,True,False,True,False,UP,UP
'\'(240-286]\'','\'(188-235]\'','\'(415-inf)\'','\'(415-inf)\'',DOWN,RIGHT,'\'(418-486]\'','\'(55.2-inf)\'',True,False,True,True,True,False,RIGHT,RIGHT
'\'(194-240]\'','\'(-inf-47]\'','\'(100-145]\'','\'(-inf-55]\'',DOWN,LEFT,'\'(78-146]\'','\'(26.2-32]\'',False,True,True,True,True,False,LEFT,LEFT
'\'(332-378]\'','\'(-inf-47]\'','\'(370-415]\'','\'(-inf-55]\'',EQUAL,RIGHT,'\'(-inf-78]\'','\'(-inf-8.8]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(378-424]\'','\'(282-329]\'','\'(325-370]\'','\'(415-inf)\'',DOWN,LEFT,'\'(146-214]\'','\'(55.2-inf)\'',True,True,False,True,False,False,DOWN,DOWN
'\'(194-240]\'','\'(-inf-47]\'','\'(100-145]\'','\'(-inf-55]\'',DOWN,LEFT,'\'(78-146]\'','\'(26.2-32]\'',False,True,True,True,True,False,LEFT,LEFT
'\'(378-424]\'','\'(282-329]\'','\'(370-415]\'','\'(235-280]\'',UP,EQUAL,'\'(-inf-78]\'','\'(37.8-43.6]\'',True,True,True,False,False,False,UP,UP
'\'(-inf-56]\'','\'(235-282]\'','\'(-inf-55]\'','\'(415-inf)\'',DOWN,LEFT,'\'(146-214]\'','\'(20.4-26.2]\'',False,True,True,True,True,False,LEFT,LEFT
'\'(102-148]\'','\'(94-141]\'','\'(100-145]\'','\'(55-100]\'',UP,EQUAL,'\'(-inf-78]\'','\'(8.8-14.6]\'',True,True,True,False,False,False,UP,UP
'\'(56-102]\'','\'(376-423]\'','\'(145-190]\'','\'(370-415]\'',EQUAL,RIGHT,'\'(78-146]\'','\'(49.4-55.2]\'',True,True,True,False,True,False,UP,UP
'\'(56-102]\'','\'(282-329]\'','\'(280-325]\'','\'(-inf-55]\'',UP,RIGHT,'\'(418-486]\'','\'(37.8-43.6]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(148-194]\'','\'(376-423]\'','\'(370-415]\'','\'(55-100]\'',EQUAL,EQUAL,'\'(554-622]\'','\'(49.4-55.2]\'',True,False,True,False,False,False,RIGHT,UP
'\'(378-424]\'','\'(188-235]\'','\'(415-inf)\'','\'(415-inf)\'',DOWN,RIGHT,'\'(282-350]\'','\'(55.2-inf)\'',True,False,True,True,True,False,RIGHT,RIGHT
'\'(-inf-56]\'','\'(188-235]\'','\'(-inf-55]\'','\'(190-235]\'',EQUAL,LEFT,'\'(-inf-78]\'','\'(43.6-49.4]\'',False,True,True,True,True,False,LEFT,LEFT
'\'(378-424]\'','\'(141-188]\'','\'(145-190]\'','\'(235-280]\'',DOWN,LEFT,'\'(282-350]\'','\'(20.4-26.2]\'',True,True,False,True,True,False,DOWN,DOWN
'\'(-inf-56]\'','\'(188-235]\'','\'(370-415]\'','\'(-inf-55]\'',UP,RIGHT,'\'(486-554]\'','\'(-inf-8.8]\'',True,True,True,False,True,False,UP,UP
'\'(148-194]\'','\'(376-423]\'','\'(145-190]\'','\'(415-inf)\'',DOWN,RIGHT,'\'(-inf-78]\'','\'(37.8-43.6]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(378-424]\'','\'(188-235]\'','\'(370-415]\'','\'(145-190]\'',UP,LEFT,'\'(-inf-78]\'','\'(43.6-49.4]\'',True,True,False,True,False,True,DOWN,LEFT
'\'(240-286]\'','\'(235-282]\'','\'(-inf-55]\'','\'(190-235]\'',UP,LEFT,'\'(214-282]\'','\'(43.6-49.4]\'',True,True,True,False,False,False,UP,UP
'\'(286-332]\'','\'(423-inf)\'','\'(325-370]\'','\'(415-inf)\'',EQUAL,RIGHT,'\'(-inf-78]\'','\'(55.2-inf)\'',True,False,False,True,False,False,RIGHT,RIGHT
'\'(148-194]\'','\'(47-94]\'','\'(145-190]\'','\'(325-370]\'',DOWN,RIGHT,'\'(282-350]\'','\'(49.4-55.2]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(240-286]\'','\'(47-94]\'','\'(370-415]\'','\'(55-100]\'',DOWN,RIGHT,'\'(146-214]\'','\'(49.4-55.2]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(424-inf)\'','\'(423-inf)\'','\'(370-415]\'','\'(235-280]\'',UP,LEFT,'\'(146-214]\'','\'(37.8-43.6]\'',False,True,True,True,True,False,LEFT,LEFT
'\'(286-332]\'','\'(282-329]\'','\'(280-325]\'','\'(-inf-55]\'',UP,EQUAL,'\'(214-282]\'','\'(37.8-43.6]\'',True,True,True,False,False,False,UP,UP
'\'(240-286]\'','\'(282-329]\'','\'(280-325]\'','\'(-inf-55]\'',UP,RIGHT,'\'(214-282]\'','\'(37.8-43.6]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(378-424]\'','\'(235-282]\'','\'(325-370]\'','\'(415-inf)\'',DOWN,LEFT,'\'(146-214]\'','\'(55.2-inf)\'',True,True,False,True,False,False,DOWN,DOWN
'\'(102-148]\'','\'(376-423]\'','\'(-inf-55]\'','\'(370-415]\'',EQUAL,LEFT,'\'(78-146]\'','\'(37.8-43.6]\'',False,True,True,False,True,True,LEFT,LEFT
'\'(102-148]\'','\'(188-235]\'','\'(-inf-55]\'','\'(370-415]\'',DOWN,LEFT,'\'(214-282]\'','\'(37.8-43.6]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(102-148]\'','\'(141-188]\'','\'(145-190]\'','\'(415-inf)\'',DOWN,RIGHT,'\'(214-282]\'','\'(37.8-43.6]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(148-194]\'','\'(188-235]\'','\'(-inf-55]\'','\'(370-415]\'',DOWN,LEFT,'\'(282-350]\'','\'(37.8-43.6]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(56-102]\'','\'(47-94]\'','\'(-inf-55]\'','\'(100-145]\'',DOWN,LEFT,'\'(78-146]\'','\'(26.2-32]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(-inf-56]\'','\'(282-329]\'','\'(-inf-55]\'','\'(415-inf)\'',DOWN,EQUAL,'\'(146-214]\'','\'(20.4-26.2]\'',True,True,False,True,True,False,DOWN,DOWN
'\'(332-378]\'','\'(94-141]\'','\'(325-370]\'','\'(190-235]\'',DOWN,RIGHT,'\'(146-214]\'','\'(49.4-55.2]\'',True,False,False,True,True,True,RIGHT,RIGHT
'\'(102-148]\'','\'(-inf-47]\'','\'(55-100]\'','\'(-inf-55]\'',UP,LEFT,'\'(-inf-78]\'','\'(8.8-14.6]\'',True,True,False,True,True,False,DOWN,DOWN
'\'(240-286]\'','\'(235-282]\'','\'(145-190]\'','\'(235-280]\'',EQUAL,LEFT,'\'(78-146]\'','\'(20.4-26.2]\'',False,True,True,True,True,False,LEFT,LEFT
'\'(378-424]\'','\'(235-282]\'','\'(325-370]\'','\'(280-325]\'',DOWN,LEFT,'\'(78-146]\'','\'(-inf-8.8]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(56-102]\'','\'(376-423]\'','\'(-inf-55]\'','\'(370-415]\'',UP,LEFT,'\'(78-146]\'','\'(37.8-43.6]\'',True,False,True,True,True,False,RIGHT,RIGHT
'\'(286-332]\'','\'(188-235]\'','\'(-inf-55]\'','\'(370-415]\'',DOWN,LEFT,'\'(418-486]\'','\'(37.8-43.6]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(-inf-56]\'','\'(423-inf)\'','\'(190-235]\'','\'(415-inf)\'',DOWN,RIGHT,'\'(146-214]\'','\'(43.6-49.4]\'',True,True,True,False,True,False,UP,UP
'\'(102-148]\'','\'(47-94]\'','\'(-inf-55]\'','\'(100-145]\'',DOWN,LEFT,'\'(146-214]\'','\'(26.2-32]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(-inf-56]\'','\'(376-423]\'','\'(-inf-55]\'','\'(415-inf)\'',DOWN,EQUAL,'\'(-inf-78]\'','\'(8.8-14.6]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(102-148]\'','\'(47-94]\'','\'(145-190]\'','\'(55-100]\'',EQUAL,RIGHT,'\'(-inf-78]\'','\'(8.8-14.6]\'',True,False,True,True,True,False,RIGHT,RIGHT
'\'(148-194]\'','\'(329-376]\'','\'(145-190]\'','\'(325-370]\'',DOWN,EQUAL,'\'(-inf-78]\'','\'(49.4-55.2]\'',True,True,False,True,True,False,DOWN,DOWN
'\'(102-148]\'','\'(94-141]\'','\'(100-145]\'','\'(55-100]\'',UP,EQUAL,'\'(-inf-78]\'','\'(26.2-32]\'',False,True,True,True,False,False,LEFT,UP
'\'(-inf-56]\'','\'(376-423]\'','\'(280-325]\'','\'(-inf-55]\'',EQUAL,EQUAL,'\'(554-622]\'','\'(37.8-43.6]\'',False,False,True,False,True,True,LEFT,UP
'\'(240-286]\'','\'(47-94]\'','\'(370-415]\'','\'(55-100]\'',DOWN,RIGHT,'\'(146-214]\'','\'(49.4-55.2]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(-inf-56]\'','\'(235-282]\'','\'(415-inf)\'','\'(415-inf)\'',DOWN,RIGHT,'\'(622-inf)\'','\'(55.2-inf)\'',False,True,True,True,False,False,LEFT,UP
'\'(194-240]\'','\'(47-94]\'','\'(-inf-55]\'','\'(235-280]\'',DOWN,LEFT,'\'(282-350]\'','\'(-inf-8.8]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(378-424]\'','\'(94-141]\'','\'(370-415]\'','\'(145-190]\'',DOWN,LEFT,'\'(-inf-78]\'','\'(43.6-49.4]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(194-240]\'','\'(423-inf)\'','\'(235-280]\'','\'(370-415]\'',UP,RIGHT,'\'(78-146]\'','\'(32-37.8]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(378-424]\'','\'(141-188]\'','\'(55-100]\'','\'(325-370]\'',DOWN,LEFT,'\'(486-554]\'','\'(8.8-14.6]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(56-102]\'','\'(235-282]\'','\'(55-100]\'','\'(-inf-55]\'',UP,RIGHT,'\'(282-350]\'','\'(8.8-14.6]\'',True,True,True,False,True,False,UP,UP
'\'(148-194]\'','\'(329-376]\'','\'(-inf-55]\'','\'(325-370]\'',EQUAL,LEFT,'\'(78-146]\'','\'(32-37.8]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(424-inf)\'','\'(376-423]\'','\'(-inf-55]\'','\'(235-280]\'',UP,LEFT,'\'(486-554]\'','\'(55.2-inf)\'',True,True,True,False,True,False,UP,UP
'\'(378-424]\'','\'(235-282]\'','\'(325-370]\'','\'(190-235]\'',UP,LEFT,'\'(-inf-78]\'','\'(49.4-55.2]\'',True,False,True,True,True,False,RIGHT,RIGHT
'\'(56-102]\'','\'(235-282]\'','\'(-inf-55]\'','\'(235-280]\'',UP,LEFT,'\'(-inf-78]\'','\'(-inf-8.8]\'',False,True,True,True,True,False,LEFT,LEFT
'\'(286-332]\'','\'(141-188]\'','\'(-inf-55]\'','\'(325-370]\'',DOWN,LEFT,'\'(418-486]\'','\'(32-37.8]\'',True,False,True,True,False,False,RIGHT,DOWN
'\'(240-286]\'','\'(94-141]\'','\'(235-280]\'','\'(100-145]\'',DOWN,LEFT,'\'(-inf-78]\'','\'(26.2-32]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(286-332]\'','\'(235-282]\'','\'(145-190]\'','\'(235-280]\'',EQUAL,LEFT,'\'(78-146]\'','\'(20.4-26.2]\'',False,True,True,True,True,False,LEFT,LEFT
'\'(240-286]\'','\'(94-141]\'','\'(100-145]\'','\'(55-100]\'',UP,LEFT,'\'(146-214]\'','\'(26.2-32]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(56-102]\'','\'(188-235]\'','\'(415-inf)\'','\'(415-inf)\'',DOWN,RIGHT,'\'(622-inf)\'','\'(55.2-inf)\'',True,False,True,True,True,False,RIGHT,RIGHT
'\'(-inf-56]\'','\'(188-235]\'','\'(415-inf)\'','\'(415-inf)\'',DOWN,RIGHT,'\'(622-inf)\'','\'(55.2-inf)\'',True,True,True,False,False,False,UP,UP
'\'(102-148]\'','\'(47-94]\'','\'(55-100]\'','\'(145-190]\'',DOWN,LEFT,'\'(146-214]\'','\'(8.8-14.6]\'',True,True,True,False,False,False,UP,UP
'\'(56-102]\'','\'(282-329]\'','\'(100-145]\'','\'(55-100]\'',UP,RIGHT,'\'(214-282]\'','\'(8.8-14.6]\'',True,True,True,False,True,False,UP,UP
'\'(286-332]\'','\'(141-188]\'','\'(100-145]\'','\'(-inf-55]\'',UP,LEFT,'\'(282-350]\'','\'(26.2-32]\'',True,True,True,False,True,False,UP,UP
'\'(378-424]\'','\'(282-329]\'','\'(415-inf)\'','\'(280-325]\'',DOWN,RIGHT,'\'(-inf-78]\'','\'(43.6-49.4]\'',True,False,True,True,True,False,RIGHT,RIGHT
'\'(-inf-56]\'','\'(141-188]\'','\'(370-415]\'','\'(-inf-55]\'',UP,RIGHT,'\'(486-554]\'','\'(-inf-8.8]\'',True,True,True,False,True,False,UP,UP
'\'(286-332]\'','\'(282-329]\'','\'(235-280]\'','\'(190-235]\'',UP,LEFT,'\'(78-146]\'','\'(14.6-20.4]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(286-332]\'','\'(376-423]\'','\'(370-415]\'','\'(235-280]\'',UP,RIGHT,'\'(214-282]\'','\'(37.8-43.6]\'',True,True,True,False,True,False,UP,UP
'\'(102-148]\'','\'(329-376]\'','\'(55-100]\'','\'(325-370]\'',EQUAL,LEFT,'\'(-inf-78]\'','\'(8.8-14.6]\'',False,True,True,True,True,False,LEFT,LEFT
'\'(56-102]\'','\'(94-141]\'','\'(-inf-55]\'','\'(415-inf)\'',DOWN,LEFT,'\'(350-418]\'','\'(8.8-14.6]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(148-194]\'','\'(235-282]\'','\'(145-190]\'','\'(235-280]\'',EQUAL,LEFT,'\'(-inf-78]\'','\'(20.4-26.2]\'',False,True,True,True,False,False,LEFT,LEFT
'\'(286-332]\'','\'(188-235]\'','\'(415-inf)\'','\'(145-190]\'',UP,RIGHT,'\'(146-214]\'','\'(14.6-20.4]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(286-332]\'','\'(329-376]\'','\'(280-325]\'','\'(235-280]\'',UP,EQUAL,'\'(78-146]\'','\'(20.4-26.2]\'',True,True,True,False,True,False,UP,UP
'\'(102-148]\'','\'(188-235]\'','\'(145-190]\'','\'(415-inf)\'',DOWN,RIGHT,'\'(146-214]\'','\'(37.8-43.6]\'',True,True,False,True,False,False,DOWN,DOWN
'\'(102-148]\'','\'(-inf-47]\'','\'(100-145]\'','\'(-inf-55]\'',UP,EQUAL,'\'(-inf-78]\'','\'(-inf-8.8]\'',True,True,True,False,True,False,UP,UP
'\'(102-148]\'','\'(329-376]\'','\'(100-145]\'','\'(415-inf)\'',DOWN,LEFT,'\'(78-146]\'','\'(20.4-26.2]\'',True,True,False,True,False,False,DOWN,LEFT
'\'(148-194]\'','\'(329-376]\'','\'(370-415]\'','\'(55-100]\'',UP,RIGHT,'\'(418-486]\'','\'(49.4-55.2]\'',True,True,True,False,False,False,UP,UP
'\'(-inf-56]\'','\'(188-235]\'','\'(415-inf)\'','\'(415-inf)\'',DOWN,RIGHT,'\'(622-inf)\'','\'(55.2-inf)\'',True,True,True,False,False,False,UP,UP
'\'(194-240]\'','\'(47-94]\'','\'(370-415]\'','\'(55-100]\'',DOWN,RIGHT,'\'(214-282]\'','\'(49.4-55.2]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(378-424]\'','\'(188-235]\'','\'(415-inf)\'','\'(145-190]\'',UP,RIGHT,'\'(78-146]\'','\'(14.6-20.4]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(148-194]\'','\'(376-423]\'','\'(190-235]\'','\'(415-inf)\'',DOWN,RIGHT,'\'(78-146]\'','\'(43.6-49.4]\'',True,True,False,True,True,False,DOWN,DOWN
'\'(332-378]\'','\'(94-141]\'','\'(370-415]\'','\'(145-190]\'',DOWN,RIGHT,'\'(-inf-78]\'','\'(43.6-49.4]\'',True,False,True,True,False,False,RIGHT,RIGHT
'\'(148-194]\'','\'(376-423]\'','\'(190-235]\'','\'(325-370]\'',UP,RIGHT,'\'(78-146]\'','\'(37.8-43.6]\'',True,False,True,True,True,False,RIGHT,RIGHT
'\'(56-102]\'','\'(47-94]\'','\'(145-190]\'','\'(55-100]\'',EQUAL,RIGHT,'\'(78-146]\'','\'(8.8-14.6]\'',True,False,True,True,True,False,RIGHT,RIGHT
'\'(-inf-56]\'','\'(141-188]\'','\'(-inf-55]\'','\'(100-145]\'',UP,EQUAL,'\'(-inf-78]\'','\'(26.2-32]\'',False,True,True,False,False,False,UP,UP
'\'(-inf-56]\'','\'(376-423]\'','\'(-inf-55]\'','\'(370-415]\'',DOWN,RIGHT,'\'(-inf-78]\'','\'(37.8-43.6]\'',True,True,False,True,True,False,DOWN,DOWN
'\'(286-332]\'','\'(94-141]\'','\'(280-325]\'','\'(100-145]\'',DOWN,EQUAL,'\'(-inf-78]\'','\'(43.6-49.4]\'',True,False,False,True,True,True,DOWN,DOWN
